Symbol,Name,,,CASH_RATIO,CASH_RATIO,True Cash Ratio,RETURN_COM_EQY,PX_TO_BOOK_RATIO,PE_RATIO,SHORT_INT_RATIO,TOT_DEBT_TO_COM_EQY,IS_EPS,Last price,,
SNX,Synnex Corporation,SNX US Equity,SNX UA Equity,0.1376,0.1376,0.1376,12.00833873,1.826497599,16.8098,5.15,78.4199,#N/A N/A,110.5,#N/A Limit: Monthly,
SNV,Synovus Financial Corp.,SNV US Equity,SNV UA Equity,0.101,0.101,0.101,10.48117369,2.263603781,19.3594,2.556,72.2422,0.85,53.92,27/06/2017 17:00,48.48
SNV^C,Synovus Financial Corp.,SNV^C US Equity,SNV^C UA Equity,#VALUE!,#VALUE!,null,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
GJP,"Synthetic Fixed-Income Securities, Inc.",GJP US Equity,GJP UA Equity,#VALUE!,#VALUE!,null,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
GJR,"Synthetic Fixed-Income Securities, Inc.",GJR US Equity,GJR UA Equity,#VALUE!,#VALUE!,null,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
GJT,"Synthetic Fixed-Income Securities, Inc.",GJT US Equity,GJT UA Equity,#VALUE!,#VALUE!,null,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
GJV,"Synthetic Fixed-Income Securities, Inc.",GJV US Equity,GJV UA Equity,#VALUE!,#VALUE!,null,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
SYY,Sysco Corporation,SYY US Equity,SYY UA Equity,0.1481,0.1481,0.1481,54.97993161,15.00110713,20.5021,9.154,362.084,0.63,68.3191,27/06/2017 17:00,61.84
SYX,Systemax Inc.,SYX US Equity,SYX UA Equity,0.1606,0.1606,0.1606,33.9100346,5.587566259,98.139,8.93,0,0.39,34.45,27/06/2017 17:00,29.24
DATA,"Tableau Software, Inc.",DATA US Equity,DATA UA Equity,0.1491,0.1491,0.1491,-21.12045512,8.311471687,null,4.955,0,-0.57,95.73,27/06/2017 17:00,70.67
TAHO,"Tahoe Resources, Inc.",TAHO US Equity,TAHO UA Equity,0.4328,0.4328,0.4328,0.00890825,null,null,5.139,0.2143,#N/A N/A,4.88,27/06/2017 17:00,4.31
TLRD,"Tailored Brands, Inc.",TLRD US Equity,TLRD UA Equity,0.1354,0.1354,0.1354,null,null,6.2345,6.079,#N/A N/A,0.28,27.23,27/06/2017 17:00,19.46
TWN,"Taiwan Fund, Inc. (The)",TWN US Equity,TWN UA Equity,0.2611,0.2611,0.2611,null,null,null,1.377,#N/A N/A,#N/A N/A,20.12,27/06/2017 17:00,20.57
TSM,Taiwan Semiconductor Manufacturing Company Ltd.,TSM US Equity,TSM UA Equity,0.2533,0.2533,0.2533,22.55607726,null,null,3.23,11.7995,#N/A N/A,36.125,#N/A Limit: Monthly,
TAL,TAL Education Group,TAL US Equity,TAL UA Equity,0.2335,0.2335,0.2335,17.52234668,9.723814235,83.4161,3.959,14.5658,#N/A N/A,37.1,27/06/2017 17:00,29.34
TEGP,"Tallgrass Energy GP, LP",TEGP US Equity,TEGP UA Equity,0.1682,0.1682,0.1682,-95.31981939,273.6114431,32.5147,9.425,15536.4329,0.29,23.7,27/06/2017 17:00,24.33
TEP,"Tallgrass Energy Partners, LP",TEP US Equity,TEP UA Equity,0.014,0.9701,0.014,21.40838687,2.23836763,22.4142,12.51,152.3,0.91,47.45,#N/A Limit: Monthly,
TALO,"Talos Energy, Inc.",TALO US Equity,TALO UA Equity,2.4379,0.9778,2.4379,9.742976785,1.991449295,6.7757,7.617,72.3225,0.91,34.24,27/06/2017 17:00,25.43
SKT,"Tanger Factory Outlet Centers, Inc.",SKT US Equity,SKT UA Equity,#VALUE!,1.3225,1.3225,10.97488119,4.001972291,27.8875,23.248,314.3848,0.24,23.99,27/06/2017 17:00,25.53
TPR,"Tapestry, Inc.",TPR US Equity,TPR UA Equity,0.9631,0.9631,0.9631,11.19421549,4.30140868,21.9693,1.276,50.9943,0.49,47.1,27/06/2017 17:00,41.51
NGLS^A,Targa Resources Partners LP,NGLS^A US Equity,NGLS^A UA Equity,1.2082,1.2082,1.2082,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
TRGP,"Targa Resources, Inc.",TRGP US Equity,TRGP UA Equity,1.2072,1.2072,1.2072,1.516921759,1.992321165,115.8916,5.749,100.2823,-0.03,49.93,#N/A Limit: Monthly,
TGT,Target Corporation,TGT US Equity,TGT UA Equity,0.219,0.219,0.219,26.84193884,3.67329437,10.6049,4.547,102.0792,1.34,77.88,27/06/2017 17:00,61.02
TARO,Taro Pharmaceutical Industries Ltd.,TARO US Equity,TARO UA Equity,0.18,0.18,0.18,9.883744335,2.091743492,11.4219,6.214,0,2.17,115.87,27/06/2017 17:00,105.99
TTM,Tata Motors Ltd,TTM US Equity,TTM UA Equity,0.1772,0.1772,0.1772,11.71271316,null,null,0.981,#N/A N/A,#N/A N/A,19.98,#N/A Limit: Monthly,
TCO,"Taubman Centers, Inc.",TCO US Equity,TCO UA Equity,0.2002,0.2002,0.2002,null,null,44.8449,4.668,#N/A N/A,0.31,60.14,27/06/2017 17:00,62.59
TCO^J,"Taubman Centers, Inc.",TCO^J US Equity,TCO^J UA Equity,0.088,0.088,0.088,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
TCO^K,"Taubman Centers, Inc.",TCO^K US Equity,TCO^K UA Equity,6.5937,#VALUE!,6.5937,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
TMHC,Taylor Morrison Home Corporation,TMHC US Equity,TMHC UA Equity,0.5509,0.5509,0.5509,5.70163482,1.027816788,12.6432,3.141,62.1398,0.42,20.25,#N/A Limit: Monthly,
TCP,"TC PipeLines, LP",TCP US Equity,TCP UA Equity,0.6239,0.6239,0.6239,20.86049544,1.791280788,17.5432,4.076,234.1872,1.32,25.67,#N/A Limit: Monthly,
TCF,TCF Financial Corporation,TCF US Equity,TCF UA Equity,#VALUE!,#VALUE!,null,11.75635139,1.819635018,13.7414,2.827,61.9898,0.39,25.19,27/06/2017 17:00,20.4
TCF.WS,TCF Financial Corporation,TCF.WS US Equity,TCF.WS UA Equity,#VALUE!,#VALUE!,null,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
TCF^D,TCF Financial Corporation,TCF^D US Equity,TCF^D UA Equity,#VALUE!,#VALUE!,null,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
TSI,"TCW Strategic Income Fund, Inc.",TSI US Equity,TSI UA Equity,#VALUE!,#VALUE!,null,null,null,null,0.364,#N/A N/A,#N/A N/A,5.5001,27/06/2017 17:00,5.57
TEL,TE Connectivity Ltd.,TEL US Equity,TEL UA Equity,0.3166,0.3166,0.3166,14.46827181,3.482215629,16.1936,3.262,42.2996,1.4,94.32,27/06/2017 17:00,95.65
TISI,"Team, Inc.",TISI US Equity,TISI UA Equity,0.1937,0.1937,0.1937,-22.9457105,1.417931327,319.4693,17.854,85.0999,-0.6,22.15,27/06/2017 17:00,13.8
FTI,TechnipFMC plc,FTI US Equity,FTI UA Equity,0.1342,0.1342,0.1342,1.693644916,1.082930092,7.7352,2.274,28.82,0.2,32.77,27/06/2017 17:00,28.77
TECK,Teck Resources Ltd,TECK US Equity,TECK UA Equity,0.5106,0.5106,0.5106,13.92669887,0.89830761,6.0996,3.688,31.4489,1.32,25.15,#N/A Limit: Monthly,
TK,Teekay Corporation,TK US Equity,TK UA Equity,0.4559,0.4559,0.4559,-15.94034521,0.874297772,4.3186,10.35,523.7364,-0.21,7.89,27/06/2017 17:00,8.76
TGP,Teekay LNG Partners L.P.,TGP US Equity,TGP UA Equity,0.2377,0.2377,0.2377,-1.198378837,0.83097642,11.4208,0.979,181.9139,-0.1638,16.45,27/06/2017 17:00,18.55
TGP^A,Teekay LNG Partners L.P.,TGP^A US Equity,TGP^A UA Equity,#VALUE!,#VALUE!,null,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
TGP^B,Teekay LNG Partners L.P.,TGP^B US Equity,TGP^B UA Equity,#VALUE!,#VALUE!,null,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
TOO,Teekay Offshore Partners L.P.,TOO US Equity,TOO UA Equity,0.2078,0.2078,0.2078,-29.06199706,0.864668413,1793.75,2.987,256.8632,0.04,2.65,27/06/2017 17:00,2.25
TOO^A,Teekay Offshore Partners L.P.,TOO^A US Equity,TOO^A UA Equity,#VALUE!,#VALUE!,null,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
TOO^B,Teekay Offshore Partners L.P.,TOO^B US Equity,TOO^B UA Equity,#VALUE!,#VALUE!,null,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
TOO^E,Teekay Offshore Partners L.P.,TOO^E US Equity,TOO^E UA Equity,#VALUE!,#VALUE!,null,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
TNK,Teekay Tankers Ltd.,TNK US Equity,TNK UA Equity,0.2189,0.2189,0.2189,-8.4605243,0.359088624,6.7484,3.153,111.494,-0.07,1.3,27/06/2017 17:00,1.51
GCI,TEGNA Inc.,GCI US Equity,GCI UA Equity,0.2881,0.2881,0.2881,0.919106533,1.162496443,10.4537,12.961,29.9474,0,10.62,27/06/2017 17:00,11.09
TGNA,TEGNA Inc.,TGNA US Equity,TGNA UA Equity,0.0306,0.0306,0.0306,16.31001274,2.363531632,8.6,5.769,308.3585,0.26,11.46,#N/A Limit: Monthly,
TRC,Tejon Ranch Co,TRC US Equity,TRC UA Equity,6.893,6.893,6.893,0.51160977,1.577308535,336.346,8.325,17.1822,0.06,24.74,27/06/2017 17:00,21.46
HQH,Tekla Healthcare Investors,HQH US Equity,HQH UA Equity,#VALUE!,#VALUE!,null,null,null,null,0.09,#N/A N/A,#N/A N/A,21.57,27/06/2017 17:00,22.28
THQ,Tekla Healthcare Opportunies Fund,THQ US Equity,THQ UA Equity,#VALUE!,#VALUE!,null,null,null,null,0.124,#N/A N/A,#N/A N/A,17.08,27/06/2017 17:00,17.75
HQL,Tekla Life Sciences Investors,HQL US Equity,HQL UA Equity,#VALUE!,#VALUE!,null,null,null,null,0.414,#N/A N/A,#N/A N/A,18.75,#N/A Limit: Monthly,
THW,Tekla World Healthcare Fund,THW US Equity,THW UA Equity,#VALUE!,#VALUE!,null,null,null,null,0.052,#N/A N/A,#N/A N/A,12.96,#N/A Limit: Monthly,
TDOC,"Teladoc, Inc.",TDOC US Equity,TDOC UA Equity,3.1666,3.1666,3.1666,-25.71617386,6.738275091,null,28.074,38.2001,-0.39,59.45,27/06/2017 17:00,33.25
TLRA,"Telaria, Inc.",TLRA US Equity,TLRA UA Equity,1.4658,1.4658,1.4658,4.0305055,2.82048621,null,2.718,0,-0.12,4.275,27/06/2017 17:00,3.57
TEO,Telecom Argentina Stet - France Telecom S.A.,TEO US Equity,TEO UA Equity,#VALUE!,#VALUE!,null,12.30460463,null,null,0.654,#N/A N/A,#N/A N/A,20.38,27/06/2017 17:00,37.71
TI,Telecom Italia S.P.A.,TI US Equity,TI UA Equity,0.2813,0.2813,0.2813,5.289725279,null,null,1.305,145.9364,#N/A N/A,7.45,27/06/2017 17:00,8.88
TI.A,Telecom Italia S.P.A.,TI.A US Equity,TI.A UA Equity,#VALUE!,#VALUE!,null,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
TDY,Teledyne Technologies Incorporated,TDY US Equity,TDY UA Equity,0.1439,0.1439,0.1439,14.38251366,3.430168528,23.0266,1.49,50.0219,1.87,201.99,27/06/2017 17:00,178.39
TFX,Teleflex Incorporated,TFX US Equity,TFX UA Equity,0.6866,0.6866,0.6866,7.052929612,5.039635954,32.2337,2.605,87.1594,1.24,277.47,#N/A Limit: Monthly,
VIV,Telefonica Brasil S.A.,VIV US Equity,VIV UA Equity,0.2458,0.2458,0.2458,6.719636866,null,null,7.808,11.4013,#N/A N/A,11.83,#N/A Limit: Monthly,
TEF,Telefonica SA,TEF US Equity,TEF UA Equity,0.3017,0.3017,0.3017,16.78108314,null,null,2.508,315.3373,#N/A N/A,8.585,27/06/2017 17:00,9.78
TDA,"Telephone and Data Systems, Inc.",TDA US Equity,TDA UA Equity,#VALUE!,#VALUE!,null,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
TDE,"Telephone and Data Systems, Inc.",TDE US Equity,TDE UA Equity,#VALUE!,#VALUE!,null,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
TDI,"Telephone and Data Systems, Inc.",TDI US Equity,TDI UA Equity,#VALUE!,#VALUE!,null,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
TDJ,"Telephone and Data Systems, Inc.",TDJ US Equity,TDJ UA Equity,#VALUE!,#VALUE!,null,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
TDS,"Telephone and Data Systems, Inc.",TDS US Equity,TDS UA Equity,1.0387,1.0387,1.0387,3.585058402,0.679713759,62.2977,5.557,54.8077,0.35,27.31,27/06/2017 17:00,27.12
TU,TELUS Corporation,TU US Equity,TU UA Equity,0.1027,0.1027,0.1027,16.30175837,null,null,7.834,148.191,#N/A N/A,35.36,27/06/2017 17:00,37.65
TDF,"Templeton Dragon Fund, Inc.",TDF US Equity,TDF UA Equity,#VALUE!,#VALUE!,null,null,null,null,0.422,#N/A N/A,#N/A N/A,21.22,#N/A Limit: Monthly,
EMF,Templeton Emerging Markets Fund,EMF US Equity,EMF UA Equity,#VALUE!,#VALUE!,null,null,null,null,0.091,#N/A N/A,#N/A N/A,14.56,#N/A Limit: Monthly,
TEI,"Templeton Emerging Markets Income Fund, Inc.",TEI US Equity,TEI UA Equity,#VALUE!,#VALUE!,null,null,null,null,0.227,#N/A N/A,#N/A N/A,10.29,27/06/2017 17:00,11.61
GIM,"Templeton Global Income Fund, Inc.",GIM US Equity,GIM UA Equity,#VALUE!,#VALUE!,null,null,null,null,0.098,#N/A N/A,#N/A N/A,6.15,#N/A Limit: Monthly,
TPX,"Tempur Sealy International, Inc.",TPX US Equity,TPX UA Equity,0.0606,0.0606,0.0606,null,19.29987089,12.4337,15.063,1243.4783,0.43,50.59,27/06/2017 17:00,61
TS,Tenaris S.A.,TS US Equity,TS UA Equity,0.6129,0.6129,0.6129,4.936103908,null,null,1.527,8.5578,#N/A N/A,37.24,#N/A Limit: Monthly,
THC,Tenet Healthcare Corporation,THC US Equity,THC UA Equity,0.2135,0.2135,0.2135,null,null,462.7237,8.74,#N/A N/A,0.98,36.6,27/06/2017 17:00,14.91
TNC,Tennant Company,TNC US Equity,TNC UA Equity,0.2237,0.2237,0.2237,0.355991114,4.467569515,34.5917,11.582,122.2063,0.18,78.075,#N/A Limit: Monthly,
TEN,Tenneco Inc.,TEN US Equity,TEN UA Equity,0.1178,0.1178,0.1178,28.99366643,2.981942215,9.0848,2.165,193.9869,1.13,45.69,#N/A Limit: Monthly,
TVC,Tennessee Valley Authority,TVC US Equity,TVC UA Equity,#VALUE!,#VALUE!,null,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
TVE,Tennessee Valley Authority,TVE US Equity,TVE UA Equity,#VALUE!,#VALUE!,null,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
TDC,Teradata Corporation,TDC US Equity,TDC UA Equity,1.0285,1.0285,1.0285,-9.01126408,7.478144692,21.8496,18.53,81.3665,-0.06,40.21,#N/A Limit: Monthly,
TER,"Teradyne, Inc.",TER US Equity,TER UA Equity,3.829,3.829,3.829,13.56643788,3.786665811,16.5103,6.871,19.3924,0.45,38.32,#N/A Limit: Monthly,
TEX,Terex Corporation,TEX US Equity,TEX UA Equity,0.4329,0.4329,0.4329,13.23863432,2.835200264,46.3708,7.608,100.4266,0.63,41.59,27/06/2017 17:00,46.53
TX,Ternium S.A.,TX US Equity,TX UA Equity,0.1182,0.1182,0.1182,19.78636453,1.292252559,6.3777,0.392,57.6732,1.8681,35.61,27/06/2017 17:00,29.49
TRNO,Terreno Realty Corporation,TRNO US Equity,TRNO UA Equity,#VALUE!,#VALUE!,null,5.855146955,2.010585308,316.1365,3.677,48.6804,0.18,37.86,27/06/2017 17:00,36.76
TTI,"Tetra Technologies, Inc.",TTI US Equity,TTI UA Equity,0.6599,0.6599,0.6599,-42.96778833,2.890703125,null,7.996,444.1499,-0.46,4.495,#N/A Limit: Monthly,
TEVA,Teva Pharmaceutical Industries Limited,TEVA US Equity,TEVA UA Equity,0.0537,0.0537,0.0537,-60.97560976,null,null,3.973,165.061,#N/A N/A,24,#N/A Limit: Monthly,
TPL,Texas Pacific Land Trust,TPL US Equity,TPL UA Equity,0.0961,0.0961,0.0961,136.9623717,49.3052432,41.5927,0.46,0,5.6,710,27/06/2017 17:00,400
TGH,Textainer Group Holdings Limited,TGH US Equity,TGH UA Equity,0.5573,0.5573,0.5573,3.929143392,0.705893631,45.8208,6.596,270.2836,0.33,15.2,#N/A Limit: Monthly,
TXT,Textron Inc.,TXT US Equity,TXT UA Equity,0.2054,0.2054,0.2054,7.007273372,2.979481139,18.6461,5.125,68.8335,0.73,66.685,27/06/2017 17:00,54.57
AES,The AES Corporation,AES US Equity,AES UA Equity,0.3751,0.3751,0.3751,-14.65071151,2.65747129,11.4698,2.625,616.5362,1.04,13.24,#N/A Limit: Monthly,
BX,The Blackstone Group L.P.,BX US Equity,BX UA Equity,#VALUE!,#VALUE!,null,20.90512394,5.904421552,18.2136,3.014,147.6349,0.55,32.05,27/06/2017 17:00,32.05
CEE,"The Central and Eastern Europe Fund, Inc.",CEE US Equity,CEE UA Equity,#VALUE!,#VALUE!,null,null,null,null,0.086,#N/A N/A,#N/A N/A,22.88,#N/A Limit: Monthly,
SCHW,The Charles Schwab Corporation,SCHW US Equity,SCHW UA Equity,#VALUE!,#VALUE!,null,15.67897607,4.328530619,29.3941,3.077,31.8568,0.55,53.32,#N/A Limit: Monthly,
SCHW^C,The Charles Schwab Corporation,SCHW^C US Equity,SCHW^C UA Equity,#VALUE!,#VALUE!,null,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
SCHW^D,The Charles Schwab Corporation,SCHW^D US Equity,SCHW^D UA Equity,#VALUE!,#VALUE!,null,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
COO,"The Cooper Companies, Inc. ",COO US Equity,COO UA Equity,0.2206,0.2206,0.2206,4.262749898,3.62424194,31.4598,5.137,77.9102,1.24,236.48,#N/A Limit: Monthly,
GRX,The Gabelli Healthcare & Wellness Trust,GRX US Equity,GRX UA Equity,0.3582,0.3582,0.3582,null,null,null,1.017,#N/A N/A,#N/A N/A,10.24,#N/A Limit: Monthly,
GRX^A,The Gabelli Healthcare & Wellness Trust,GRX^A US Equity,GRX^A UA Equity,#VALUE!,#VALUE!,null,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
GRX^B,The Gabelli Healthcare & Wellness Trust,GRX^B US Equity,GRX^B UA Equity,#VALUE!,#VALUE!,null,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
GDL,The GDL Fund,GDL US Equity,GDL UA Equity,#VALUE!,#VALUE!,null,null,null,null,0.195,#N/A N/A,#N/A N/A,9.19,27/06/2017 17:00,9.74
GDL^C,The GDL Fund,GDL^C US Equity,GDL^C UA Equity,#VALUE!,#VALUE!,null,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
THG,"The Hanover Insurance Group, Inc.",THG US Equity,THG UA Equity,#VALUE!,#VALUE!,null,7.163697525,1.72984964,20.0765,2.287,27.0159,1.59,117.76,#N/A Limit: Monthly,
THGA,"The Hanover Insurance Group, Inc.",THGA US Equity,THGA UA Equity,#VALUE!,#VALUE!,null,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
MSG,The Madison Square Garden Company,MSG US Equity,MSG UA Equity,1.6247,1.6247,1.6247,4.071936534,2.519554658,153433.2085,4.732,4.1037,0.39,271.695,#N/A Limit: Monthly,
RUBI,"The Rubicon Project, Inc.",RUBI US Equity,RUBI UA Equity,1.6238,1.6238,1.6238,-77.16876488,1.0151552,null,4.525,0,-0.56,3.02,27/06/2017 17:00,1.74
TRV,"The Travelers Companies, Inc.",TRV US Equity,TRV UA Equity,1.5992,1.5992,1.5992,8.98027516,1.442658021,12.4367,3.19,30.3016,2.45,122.66,#N/A Limit: Monthly,
VAM,The Vivaldi Opportunities Fund,VAM US Equity,VAM UA Equity,1.539,1.539,1.539,null,null,null,#N/A N/A,#N/A N/A,#N/A N/A,14.6242,#N/A Limit: Monthly,
TMO,Thermo Fisher Scientific Inc,TMO US Equity,TMO UA Equity,0.1343,0.1343,0.1343,9.401438284,3.161540734,27.5289,2.409,80.1439,1.44,207.38,#N/A Limit: Monthly,
THR,"Thermon Group Holdings, Inc.",THR US Equity,THR UA Equity,1.6748,1.6748,1.6748,3.70656731,2.23471232,51.1732,6.089,64.8005,0.19,23.44,#N/A Limit: Monthly,
TPRE,Third Point Reinsurance Ltd.,TPRE US Equity,TPRE UA Equity,1.9045,1.9045,1.9045,9.48582276,0.836439854,null,2.37,7.0782,-0.26,12.65,27/06/2017 17:00,15.3
TSLF,THL Credit Senior Loan Fund,TSLF US Equity,TSLF UA Equity,1.5768,1.5768,1.5768,null,null,null,0.39,#N/A N/A,#N/A N/A,17.46,27/06/2017 17:00,16.877
TCRX,"THL Credit, Inc.",TCRX US Equity,TCRX UA Equity,0.9856,0.9856,0.9856,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
TCRZ,"THL Credit, Inc.",TCRZ US Equity,TCRZ UA Equity,0.5593,0.5593,0.5593,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
TRI,Thomson Reuters Corp,TRI US Equity,TRI UA Equity,0.0937,0.0937,0.0937,5.911522393,2.228717109,38.6814,4.577,55.1989,-0.4784,40.2,27/06/2017 17:00,44.28
THO,"Thor Industries, Inc.",THO US Equity,THO UA Equity,0.1726,0.1726,0.1726,27.64934156,2.821151137,16.404,4.188,4.2881,2.54,97,27/06/2017 17:00,149.4
TDW,Tidewater Inc.,TDW US Equity,TDW UA Equity,0.1343,0.1343,0.1343,-38.18921465,0.671972487,null,2.64,45.5634,-1.67,29.79,27/06/2017 17:00,25.93
TDW.WS.A,Tidewater Inc.,TDW.WS.A US Equity,TDW.WS.A UA Equity,0.1718,0.1718,0.1718,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
TDW.WS.B,Tidewater Inc.,TDW.WS.B US Equity,TDW.WS.B UA Equity,#VALUE!,#VALUE!,null,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
TIER,"TIER REIT, Inc.",TIER US Equity,TIER UA Equity,#VALUE!,#VALUE!,null,-0.787772396,1.663951476,null,1.091,130.1547,0.18,24.08,27/06/2017 17:00,19.51
TIF,Tiffany & Co.,TIF US Equity,TIF UA Equity,1.6481,1.6481,1.6481,13.28644744,5.058925484,24.7547,1.155,30.1073,1.14,133.75,#N/A Limit: Monthly,
TLYS,"Tilly&#39;s, Inc.",TLYS US Equity,TLYS UA Equity,1.6108,1.6108,1.6108,9.652763398,2.664301334,19.8872,4.133,0,0.04,15.14,27/06/2017 17:00,15.62
TSU,TIM Participacoes S.A.,TSU US Equity,TSU UA Equity,1.4538,1.4538,1.4538,7.557391367,null,null,2.421,30.7274,#N/A N/A,16.75,#N/A Limit: Monthly,
TKR,Timken Company (The),TKR US Equity,TKR UA Equity,1.7815,1.7815,1.7815,17.33050847,2.236646303,17.6691,3.324,70.5738,1.03,45.6,27/06/2017 17:00,48.65
TMST,Timken Steel Corporation,TMST US Equity,TMST UA Equity,1.771,1.771,1.771,-7.081024931,1.299368315,null,18.923,35.7829,-0.04,16.79,#N/A Limit: Monthly,
TWI,"Titan International, Inc.",TWI US Equity,TWI UA Equity,0.272,1.6725,0.272,-12.00789235,1.897554292,null,3.788,134.8219,0.23,11.2,#N/A Limit: Monthly,
TJX,"TJX Companies, Inc. (The)",TJX US Equity,TJX UA Equity,0.6789,0.6789,0.6789,56.80663403,11.25919097,20.0331,2.367,42.4019,1.14,95.72,27/06/2017 17:00,73.62
TOL,"Toll Brothers, Inc.",TOL US Equity,TOL UA Equity,0.634,0.634,0.634,13.08929731,1.237090698,15.8857,2.069,80.6378,0.73,36.84,27/06/2017 17:00,47.09
TR,"Tootsie Roll Industries, Inc.",TR US Equity,TR UA Equity,0.5259,0.5259,0.5259,11.01574465,2.777861828,34.066,34.84,1.0908,0.13,31.35,#N/A Limit: Monthly,
BLD,TopBuild Corp.,BLD US Equity,BLD UA Equity,0.6369,0.6369,0.6369,12.43391445,1.463728708,21.6642,4.211,12.1423,0.75,79.63,#N/A Limit: Monthly,
TMK,Torchmark Corporation,TMK US Equity,TMK UA Equity,0.6263,0.6263,0.6263,28.28563932,1.61864921,16.5639,4.696,25.7095,1.52,82.96,27/06/2017 17:00,89.77
TMK^C,Torchmark Corporation,TMK^C US Equity,TMK^C UA Equity,#VALUE!,#VALUE!,null,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
TTC,Toro Company (The),TTC US Equity,TTC UA Equity,0.3838,0.3838,0.3838,41.61244678,10.00714322,30.1996,3.909,50.1024,1.23,60.165,27/06/2017 17:00,64.59
TD,Toronto Dominion Bank (The),TD US Equity,TD UA Equity,0.3159,0.3159,0.3159,14.84686374,null,null,5.872,200.1034,#N/A N/A,57.74,#N/A Limit: Monthly,
NDP,"Tortoise Energy Independence Fund, Inc.",NDP US Equity,NDP UA Equity,#VALUE!,#VALUE!,null,null,null,null,0.36,#N/A N/A,#N/A N/A,12.65,#N/A Limit: Monthly,
